,tbl_no,indicator,survey_id,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up,geog_type,area_name,area_type,district_code,district_name,province_name
132,tbl_05,Gender_Age_Group_Population,Census2017,Female,68561,3012,15262,28705,39130,34079,11575,16548,26201,29263,24640,26899,2410,1532,geog_1,Sherani Sub-Division,Rural,133,Sherani,Balochistan
133,tbl_05,Gender_Age_Group_Population,Census2017,Female,51669,1429,7343,14322,21245,23055,10294,14716,24977,29399,25070,28119,3325,2166,geog_1,Lachi Tehsil,Rural,13,Kohat,Khyber Paktunkhwa
134,tbl_05,Gender_Age_Group_Population,Census2017,Female,461454,10010,0,0,175925,196950,88141,126493,231830,,237840,267205,31790,20556,geog_1,Chichawatni Tehsil,Rural,61,Sahiwal,Punjab
135,tbl_05,Gender_Age_Group_Population,Census2017,Female,33146,1140,6813,13015,17346,15282,5187,7709,13008,15115,13271,14819,1720,1123,geog_1,Fr D.I.Khan,Rural,34,Fr D.I.Khan,Fata
136,tbl_05,Gender_Age_Group_Population,Census2017,Female,102174,2531,15612,31563,46957,49456,20588,29398,47848,54412,45846,50652,5288,3282,geog_1,Tall Tehsil,Rural,11,Hangu,Khyber Paktunkhwa
137,tbl_05,Gender_Age_Group_Population,Census2017,Female,473242,9799,54535,109421,168042,198585,94522,138295,255369,297219,260684,286330,27923,17425,geog_1,Islamabad Tehsil,Urban,135,Islamabad,Islamabad Capital Territory
138,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Sam Rani Zai Sub-Division,Urban,25,Malakand,Khyber Paktunkhwa
139,tbl_05,Gender_Age_Group_Population,Census2017,Female,64258,1634,11026,21408,31170,30896,12266,17630,29161,32867,27913,30506,2789,1735,geog_1,Nushki Tehsil,Rural,121,Nushki,Balochistan
140,tbl_05,Gender_Age_Group_Population,Census2017,Female,22115,517,3388,6850,10317,10886,4479,6491,10534,11760,10001,10814,892,560,geog_1,Nushki Tehsil,Urban,121,Nushki,Balochistan
141,tbl_05,Gender_Age_Group_Population,Census2017,Female,72780,1845,8989,17625,26405,29568,13582,20079,37548,44130,38187,43511,5643,3675,geog_1,Ghazi Tehsil,Rural,7,Haripur,Khyber Paktunkhwa
142,tbl_05,Gender_Age_Group_Population,Census2017,Male,23736,634,3702,7416,11210,11408,4488,6252,10498,12208,10157,11464,1411,906,geog_1,Hangu Tehsil,Urban,11,Hangu,Khyber Paktunkhwa
143,tbl_05,Gender_Age_Group_Population,Census2017,Male,26320,656,3071,5910,9479,11738,5968,8171,13845,16329,13784,15486,1836,1150,geog_1,Chitral Sub-Division,Urban,20,Chitral,Khyber Paktunkhwa
144,tbl_05,Gender_Age_Group_Population,Census2017,Male,67795,1474,7677,15263,23548,27807,13297,18658,35087,42210,36373,41284,5363,3398,geog_1,Haripur Tehsil,Urban,7,Haripur,Khyber Paktunkhwa
145,tbl_05,Gender_Age_Group_Population,Census2017,Male,303288,7899,47154,96128,145412,150313,59664,79830,129505,151801,124441,143198,20225,13684,geog_1,Kohat Tehsil,Rural,13,Kohat,Khyber Paktunkhwa
146,tbl_05,Gender_Age_Group_Population,Census2017,Male,22286,607,3880,8429,11721,11218,3816,5650,9122,10363,8971,9911,1034,641,geog_1,Fr Bannu,Rural,33,Fr Bannu,Fata
147,tbl_05,Gender_Age_Group_Population,Census2017,Male,152141,4221,23058,47742,71868,74111,29191,39659,67241,78776,65674,73529,8644,5387,geog_1,Sam Rani Zai Sub-Division,Rural,25,Malakand,Khyber Paktunkhwa
148,tbl_05,Gender_Age_Group_Population,Census2017,Male,47578,1039,5443,11039,17743,20380,9263,13108,24353,,25142,27852,2963,1797,geog_1,Chichawatni Tehsil,Urban,61,Sahiwal,Punjab
149,tbl_05,Gender_Age_Group_Population,Census2017,Male,26692,808,4236,8734,13289,13657,5298,7261,11599,13244,10852,12119,1367,853,geog_1,Tall Tehsil,Urban,11,Hangu,Khyber Paktunkhwa
150,tbl_05,Gender_Age_Group_Population,Census2017,Male,24836,575,3535,7270,11096,11698,4711,6822,11743,13524,11481,12659,1291,790,geog_1,Tank Tehsil,Urban,4,Tank,Khyber Paktunkhwa
151,tbl_05,Gender_Age_Group_Population,Census2017,Male,68290,1732,11535,22821,33325,33408,13073,18240,30242,34453,29317,32192,3067,1967,geog_1,Nushki Tehsil,Rural,121,Nushki,Balochistan
152,tbl_05,Gender_Age_Group_Population,Census2017,Male,1172995,33834,188864,379367,568531,583543,233301,320469,524170,600449,501343,550849,54356,33440,geog_1,Peshawar Tehsil,Rural,18,Peshawar,Khyber Paktunkhwa
153,tbl_05,Gender_Age_Group_Population,Census2017,Male,34885,867,5229,10538,16007,16414,6476,9026,16052,18616,15815,17447,1817,1102,geog_1,Swat Rani Zai Sub-Division,Urban,25,Malakand,Khyber Paktunkhwa
154,tbl_05,Gender_Age_Group_Population,Census2017,Male,106089,3201,18095,36590,54949,55963,21935,29016,43742,50065,40221,45717,5986,3901,geog_1,Hangu Tehsil,Rural,11,Hangu,Khyber Paktunkhwa
155,tbl_05,Gender_Age_Group_Population,Census2017,Male,134073,3865,24811,50511,72015,67776,23824,32254,52010,61009,50012,56285,6913,4301,geog_1,Sarai Naurang Tehsil,Rural,2,Lakki Marwat,Khyber Paktunkhwa
156,tbl_05,Gender_Age_Group_Population,Census2017,Male,376782,10233,53641,107877,158881,164151,66583,93672,174964,208229,178926,203004,25342,17344,geog_1,Arif Wala Tehsil,Rural,63,Pakpattan,Punjab
157,tbl_05,Gender_Age_Group_Population,Census2017,Male,1686,35,261,541,774,765,283,377,763,909,786,851,68,34,geog_1,Ziarat Tehsil,Urban,128,Ziarat,Balochistan
158,tbl_05,Gender_Age_Group_Population,Census2017,Male,18783,460,3235,6606,9502,9060,3191,4691,7862,9144,7851,8625,857,535,geog_1,Fr Tank,Rural,38,Fr Tank,Fata
159,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Sinjawi Sub-Tehsil,Urban,128,Ziarat,Balochistan
160,tbl_05,Gender_Age_Group_Population,Census2017,Male,1025010,25378,140224,279973,426175,484550,222243,307431,513569,591861,503900,550873,51596,30618,geog_1,Peshawar Tehsil,Urban,18,Peshawar,Khyber Paktunkhwa
161,tbl_05,Gender_Age_Group_Population,Census2017,Male,32405,1047,5351,10662,15208,15160,5987,8451,14761,16856,14454,15944,1630,1025,geog_1,Ziarat Tehsil,Rural,128,Ziarat,Balochistan
162,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Tank,Urban,38,Fr Tank,Fata
163,tbl_05,Gender_Age_Group_Population,Census2017,Male,358270,9666,48119,94280,141270,154796,69103,94660,171414,206118,175170,201648,28153,18340,geog_1,Haripur Tehsil,Rural,7,Haripur,Khyber Paktunkhwa
164,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Khander Tehsil,Urban,9,Tor Ghar,Khyber Paktunkhwa
165,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Lakki Marwat,Urban,36,Fr Lakki Marwat,Fata
166,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr D.I.Khan,Urban,34,Fr D.I.Khan,Fata
167,tbl_05,Gender_Age_Group_Population,Census2017,Male,48070,1352,8355,17524,24421,23039,7938,11356,20048,23186,19912,22068,2315,1428,geog_1,Sinjawi Sub-Tehsil,Rural,128,Ziarat,Balochistan
168,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,25,0,0,0,0,7,7,9,19,23,21,24,3,2,geog_1,Tank Tehsil,Rural,4,Tank,Khyber Paktunkhwa
169,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,35,0,0,0,0,12,12,18,28,33,30,33,3,2,geog_1,Pakpattan Tehsil,Urban,63,Pakpattan,Punjab
170,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Lakki Marwat Tehsil,Urban,2,Lakki Marwat,Khyber Paktunkhwa
171,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,3,3,3,6,6,5,7,2,2,geog_1,Ziarat Tehsil,Rural,128,Ziarat,Balochistan
172,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,16,0,0,0,1,7,7,9,13,15,13,14,2,1,geog_1,Pindi Bhattian Tehsil,Rural,49,Hafizabad,Punjab
173,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ghazi Tehsil,Urban,7,Haripur,Khyber Paktunkhwa
174,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,2,2,2,2,0,0,geog_1,Tank Tehsil,Urban,4,Tank,Khyber Paktunkhwa
175,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,1,1,2,3,3,3,4,1,1,geog_1,Fr D.I.Khan,Rural,34,Fr D.I.Khan,Fata
176,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Sam Rani Zai Sub-Division,Urban,25,Malakand,Khyber Paktunkhwa
177,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,213,0,0,0,7,57,57,90,166,202,177,193,27,11,geog_1,Peshawar Tehsil,Rural,18,Peshawar,Khyber Paktunkhwa
178,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Tank,Urban,38,Fr Tank,Fata
179,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nushki Tehsil,Urban,121,Nushki,Balochistan
180,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,1,1,2,1,1,geog_1,Hangu Tehsil,Urban,11,Hangu,Khyber Paktunkhwa
181,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,156,0,0,0,5,60,60,89,134,148,125,134,9,8,geog_1,Islamabad Tehsil,Urban,135,Islamabad,Islamabad Capital Territory
182,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr D.I.Khan,Urban,34,Fr D.I.Khan,Fata
183,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,2,2,2,3,3,3,3,0,0,geog_1,Nushki Tehsil,Rural,121,Nushki,Balochistan
184,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,25,0,0,0,1,3,3,3,13,19,17,24,8,6,geog_1,Hafizabad Tehsil,Rural,49,Hafizabad,Punjab
185,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Kohat,Urban,35,Fr Kohat,Fata
186,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,1,1,1,1,1,1,0,0,0,0,geog_1,Sherani Sub-Division,Rural,133,Sherani,Balochistan
187,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,17,0,0,0,0,6,6,8,11,15,15,17,3,2,geog_1,Haripur Tehsil,Rural,7,Haripur,Khyber Paktunkhwa
188,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ghazi Tehsil,Rural,7,Haripur,Khyber Paktunkhwa
189,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,5,5,5,8,10,8,9,2,1,geog_1,Barkhan Tehsil,Rural,129,Barkhan,Balochistan
190,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,77,0,0,0,1,24,24,32,59,72,64,72,11,5,geog_1,Pakpattan Tehsil,Rural,63,Pakpattan,Punjab
191,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Sherani Sub-Division,Urban,133,Sherani,Balochistan
192,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Lakki Marwat,Rural,36,Fr Lakki Marwat,Fata
193,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,1,1,1,2,2,2,3,1,1,geog_1,Fr Tank,Rural,38,Fr Tank,Fata
194,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,13,0,0,0,0,3,3,6,11,,13,13,0,0,geog_1,Chichawatni Tehsil,Urban,61,Sahiwal,Punjab
195,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Bannu,Urban,33,Fr Bannu,Fata
196,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Peshawar,Urban,37,Fr Peshawar,Fata
197,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,19,0,0,0,2,8,8,9,13,17,14,16,4,2,geog_1,Swat Rani Zai Sub-Division,Rural,25,Malakand,Khyber Paktunkhwa
198,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Fr Lakki Marwat,Urban,36,Fr Lakki Marwat,Fata
199,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,1,1,1,1,1,1,3,2,2,geog_1,Barkhan Tehsil,Urban,129,Barkhan,Balochistan
200,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,0,2,1,2,2,0,geog_1,Swat Rani Zai Sub-Division,Urban,25,Malakand,Khyber Paktunkhwa
201,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,56,0,0,0,0,10,10,18,39,48,42,52,10,8,geog_1,Arif Wala Tehsil,Rural,63,Pakpattan,Punjab
202,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,1,4,4,4,4,0,0,geog_1,Chitral Sub-Division,Urban,20,Chitral,Khyber Paktunkhwa
203,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,44,0,0,0,0,19,19,30,40,44,41,41,0,0,geog_1,Kohat Tehsil,Urban,13,Kohat,Khyber Paktunkhwa
204,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,7,0,0,0,0,4,4,4,6,6,4,5,1,1,geog_1,Mastuj Sub-Division,Rural,20,Chitral,Khyber Paktunkhwa
205,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,56,0,0,0,2,23,23,33,43,49,37,46,11,7,geog_1,Kohat Tehsil,Rural,13,Kohat,Khyber Paktunkhwa
206,tbl_05,Gender_Age_Group_Population,Census2017,Female,22319,485,2835,5822,8884,10188,4630,6724,11605,13257,11479,12448,1077,669,geog_1,Bannu Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
207,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Domel Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
208,tbl_05,Gender_Age_Group_Population,Census2017,Male,107189,2558,17210,36465,54765,56272,21533,28803,44050,51383,41791,47255,6143,3857,geog_1,Domel Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
209,tbl_05,Gender_Age_Group_Population,Census2017,Male,27628,523,3031,6411,10206,12447,5875,8704,15109,17263,14949,16157,1333,762,geog_1,Bannu Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
210,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Domel Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
211,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Domel Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
212,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,22319,485,2835,5822,8884,10188,4630,6724,11605,13257,11479,12448,1077,669,geog_1,Bannu Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
213,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,450324,11711,74201,147849,212141,214345,85886,124036,205572,236136,203263,220753,19709,11528,geog_1,Bannu Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
214,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,101779,2288,15740,32567,47967,50240,20426,28573,46021,52923,44864,49513,5165,3302,geog_1,Domel Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
215,tbl_05,Gender_Age_Group_Population,Census2017,Female,450324,11711,74201,147849,212141,214345,85886,124036,205572,236136,203263,220753,19709,11528,geog_1,Bannu Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
216,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Domel Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
217,tbl_05,Gender_Age_Group_Population,Census2017,Female,101779,2288,15740,32567,47967,50240,20426,28573,46021,52923,44864,49513,5165,3302,geog_1,Domel Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
218,tbl_05,Gender_Age_Group_Population,Census2017,Male,457808,12692,78213,161961,234133,227271,81996,113335,187161,220679,184830,205731,23575,13641,geog_1,Bannu Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
219,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Domel Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
220,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,23,0,0,0,1,2,2,6,16,20,19,22,3,3,geog_1,Bannu Tehsil,Rural,1,Bannu,Khyber Paktunkhwa
221,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,0,0,1,1,1,0,0,geog_1,Bannu Tehsil,Urban,1,Bannu,Khyber Paktunkhwa
222,tbl_05,Gender_Age_Group_Population,Census2017,Female,246730,6988,40420,81017,117060,117410,46310,67028,112431,128514,109183,119196,10959,6696,geog_1,Dera Ismail Khan Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
223,tbl_05,Gender_Age_Group_Population,Census2017,Female,148834,3931,23423,47193,68566,69142,27354,40075,67863,78447,66320,73960,8166,5176,geog_1,Paharpur Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
224,tbl_05,Gender_Age_Group_Population,Census2017,Female,37521,1039,5722,11360,16631,17243,7140,10441,17624,20406,17244,19211,2063,1290,geog_1,Paharpur Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
225,tbl_05,Gender_Age_Group_Population,Census2017,Female,12003,296,1558,3105,4778,5169,2210,3279,5791,6985,5981,6739,818,501,geog_1,Kulachi Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
226,tbl_05,Gender_Age_Group_Population,Census2017,Male,40040,1180,6105,12515,18789,19286,7558,10470,17516,20757,17284,19472,2327,1450,geog_1,Paharpur Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
227,tbl_05,Gender_Age_Group_Population,Census2017,Male,39956,1141,6312,13308,19210,18929,6865,9938,17110,20220,17161,19139,2136,1360,geog_1,Kulachi Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
228,tbl_05,Gender_Age_Group_Population,Census2017,Male,260671,7287,42770,87665,127986,127785,48566,67683,112246,130760,109536,121434,12919,7922,geog_1,Dera Ismail Khan Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
229,tbl_05,Gender_Age_Group_Population,Census2017,Male,20887,665,3346,6921,10208,10196,3824,5322,9101,10500,8687,9652,1026,669,geog_1,Paroa Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
230,tbl_05,Gender_Age_Group_Population,Census2017,Male,64533,2229,11593,23203,32186,29803,10355,15083,26566,31207,26974,30229,3464,2285,geog_1,Daraban Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
231,tbl_05,Gender_Age_Group_Population,Census2017,Male,12750,365,1743,3454,5090,5403,2293,3329,6068,7335,6248,7120,925,562,geog_1,Kulachi Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
232,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,37,0,0,0,0,14,14,23,33,37,36,36,0,0,geog_1,Dera Ismail Khan Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
233,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,1,1,1,2,5,7,6,7,1,1,geog_1,Paroa Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
234,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,18,0,0,0,0,5,5,7,15,16,14,16,2,2,geog_1,Paharpur Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
235,tbl_05,Gender_Age_Group_Population,Census2017,Female,18993,548,2985,6146,8887,9059,3563,5084,8740,9922,8377,9235,929,590,geog_1,Paroa Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
236,tbl_05,Gender_Age_Group_Population,Census2017,Female,59784,2049,11037,21605,29478,27152,9784,14669,25534,29383,25258,28178,3081,1996,geog_1,Daraban Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
237,tbl_05,Gender_Age_Group_Population,Census2017,Female,37181,1115,6104,12479,17839,17258,6226,9297,16137,18925,16280,17977,1845,1120,geog_1,Kulachi Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
238,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Daraban Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
239,tbl_05,Gender_Age_Group_Population,Census2017,Female,122390,3580,21565,43013,60670,57981,21282,30956,53089,60544,51997,57196,5664,3582,geog_1,Paroa Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
240,tbl_05,Gender_Age_Group_Population,Census2017,Female,103865,2504,12744,24990,37950,44320,21222,31049,55019,64418,55985,61563,6115,3605,geog_1,Dera Ismail Khan Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
241,tbl_05,Gender_Age_Group_Population,Census2017,Male,154668,4120,24319,50621,74639,74626,27995,39065,65779,78011,65007,73466,9062,5707,geog_1,Paharpur Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
242,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Daraban Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
243,tbl_05,Gender_Age_Group_Population,Census2017,Male,130064,3876,22643,46147,65759,63307,22832,32027,54129,62707,53264,59355,6538,4239,geog_1,Paroa Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
244,tbl_05,Gender_Age_Group_Population,Census2017,Male,114116,2743,13715,27103,41848,49305,23578,33297,59368,70483,60946,67393,7030,4191,geog_1,Dera Ismail Khan Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
245,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Daraban Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
246,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,30,0,0,0,0,10,10,12,23,27,24,28,4,3,geog_1,Dera Ismail Khan Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
247,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,1,1,1,3,4,4,5,1,1,geog_1,Paharpur Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
248,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,0,0,1,1,1,0,0,geog_1,Paroa Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
249,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Kulachi Tehsil,Urban,3,Dera Ismail Khan,Khyber Paktunkhwa
250,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,1,1,1,1,1,0,0,geog_1,Daraban Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
251,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,2,2,2,2,0,0,geog_1,Kulachi Tehsil,Rural,3,Dera Ismail Khan,Khyber Paktunkhwa
252,tbl_05,Gender_Age_Group_Population,Census2017,Female,364818,9341,45526,90957,136792,154877,70980,102279,186058,218755,189177,212960,25642,16640,geog_1,Abbottabad Tehsil,Rural,5,Abbottabad,Khyber Paktunkhwa
253,tbl_05,Gender_Age_Group_Population,Census2017,Female,23699,575,2880,5831,8955,10245,4683,6793,12392,14454,12504,13703,1306,803,geog_1,Havelian Tehsil,Urban,5,Abbottabad,Khyber Paktunkhwa
254,tbl_05,Gender_Age_Group_Population,Census2017,Female,115003,2589,13525,26968,41297,48496,23125,33553,61779,71883,62570,68800,6880,4224,geog_1,Abbottabad Tehsil,Urban,5,Abbottabad,Khyber Paktunkhwa
255,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,18,0,0,0,0,3,3,5,15,16,14,16,2,2,geog_1,Abbottabad Tehsil,Rural,5,Abbottabad,Khyber Paktunkhwa
256,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,18,0,0,0,0,1,1,6,15,17,17,18,1,1,geog_1,Abbottabad Tehsil,Urban,5,Abbottabad,Khyber Paktunkhwa
257,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,23699,575,2880,5831,8955,10245,4683,6793,12392,14454,12504,13703,1306,803,geog_1,Havelian Tehsil,Urban,5,Abbottabad,Khyber Paktunkhwa
258,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,364818,9341,45526,90957,136792,154877,70980,102279,186058,218755,189177,212960,25642,16640,geog_1,Abbottabad Tehsil,Rural,5,Abbottabad,Khyber Paktunkhwa
259,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,115003,2589,13525,26968,41297,48496,23125,33553,61779,71883,62570,68800,6880,4224,geog_1,Abbottabad Tehsil,Urban,5,Abbottabad,Khyber Paktunkhwa
260,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,151676,3752,18145,36604,55099,63791,29838,43425,78185,92217,79707,90146,11307,7361,geog_1,Havelian Tehsil,Rural,5,Abbottabad,Khyber Paktunkhwa
